index,complaint,transaction_type,account_type_source,account_type_target,merchant,channel,direction
6018,That is a business credit card for a company I was authorized to use but that is not my card an its reporting on my personal credit card,unknown,credit_card,unknown,unknown,unknown,unknown
6016,"XX/XX/2018, I was prevented from enabling an external application to connect with my account.",unknown,unknown,none,unknown,online,unknown
6010,Im not familiar with this credit card provider,unknown,credit_card,unknown,unknown,unknown,unknown
6014,"Hello, I have a purchase on my well Fargo credit card on XX/XX/2019, amount is {$47.00} this is fraud. I didn't make this purchase and don't know what is this. please tell them to fix it.",purchase,credit_card,unknown,unknown,card_not_present,outgoing
6011,"I put in a {$970.00} balance transfer from Upgrade to XXXX. For some reason, they sent me a new card with a different number with the same old balance.",transfer,credit_card,credit_card,Upgrade,online,outgoing
6019,The interest charges appears to be preset regardless of extra funds being made each month.,interest,unknown,none,unknown,unknown,outgoing
6022,Have been trying since XXXX to get a pay off statement. After not receiving in XXXX we called again. We simply want to pay off loan. Last request was XX/XX/XXXX. They said we would have pay off quote in 7 to 10 days. Its now been 15 days.,payment,checking,loan,unknown,unknown,outgoing
6021,"I was signing up for a capital one credit card and was instantly declined despite having good credit, gave me no reason and proceeded to do a hard credit check and add another hard equity onto my account despite being denied.",other,credit_card,unknown,Capital One,online,unknown
6023,I have never did any type of business with this merchant and I have been a victim of identity theft I took the steps that were recommended. And what's strange is i never have received one letter from the merchant I'm requesting immediate removal from credit file,unknown,unknown,none,unknown,unknown,unknown
6028,"Due to the nature of the items reporting on my credit report, I am unable to obtain loans. the charge off and late reporting should not be on my credit report.",other,unknown,none,unknown,unknown,unknown
6020,checking my credit profile ive noticed alot of information that is hindering my file with transunion. I am interested I disputing all invalid information on my credit report please update the errors reported in the files submitted asap.,other,credit_card,other,transunion,online,unknown
6026,"Unfairly charged overdraft fees for normal amount of year,",fee,checking,none,unknown,unknown,outgoing
6025,upon checking my Equifax credit report i notice i have a fraudulent account on report i reach out to Equifax and they have not fixed the problem,unknown,unknown,unknown,Equifax,unknown,unknown
6024,"I RECENTLY DISCOVERED THAT MY PERSONAL INFORMATION HAS BEEN USED WITHOUT MY AUTHORIZATION, LEADING TO A XXXX CREDIT CARD AND XXXX XXXX FRAUDULENT AND NUMEROUS UNAUTHORIZED HARD INQUIERES ON MY CREDIT REPORTS.THESES INQUIERES INDICATE THAT MY IDENTITY HAS BEEN COMPROMISED.",unknown,credit_card,unknown,unknown,unknown,unknown
6027,It is highly unjustifiable to have late payments displayed on my account when I have consistently made timely payments.,payment,checking,none,unknown,online,outgoing
6029,Im trying to link my regular bank account to make deposits to my savings and it wont allow me to do so.,deposit,checking,savings,unknown,unknown,outgoing
6031,Steered me toward higher payment loans I ca n't repay my loans due to the high payments and increasing interest.,payment,loan,loan,unknown,online,outgoing
6030,State Farm is over charging me for the prepayment penalty fee and do not want to refund us for the fees.,fee,unknown,unknown,State Farm,unknown,outgoing
6032,It is truly unjustifiable that I have consistently made on-time payments for this account and have never been late. I kindly request that you update my account to reflect this accurately.,payment,credit_card,none,unknown,online,outgoing
6033,Several unexplained overdraft fees. When I went to pull money out of my account they closed it and took all the money in my account. They claimed I owed it.,fee,checking,none,unknown,unknown,outgoing
6037,"Freedom Mortgage XXXX. XXXX XXXX XXXX, TX XXXX On XXXX/XXXX/XXXX Freedom Mortgage automatically deducted an additional {$870.00} from my checking account BUT the additional withdraw was not applied to my account. They are unaware of any deduction, where it went to, or how to reverse the withdraw.",debit,checking,none,Freedom Mortgage,online,outgoing
6036,The company is imposing restrictive approaches in customer service practices that force customers to resign with no fair justification to their right of freedom of speech towards the State and Federal Reserve System along with imposed recordings with no alternatives to satisfy needs,other,unknown,none,State and Federal Reserve System,other,unknown
6034,I was not aware of any debt and was not contacted by anyone before the company I was renting from put a debt ( that has never been itemized ) in collections. I have still never received an itemized statement or why I owe the company any money.,other,unknown,none,unknown,unknown,unknown
6038,On XX/XX/2021 I apply for a card with capital one..Unfortunate they denied me.I no that they discriminated against me..,unknown,unknown,none,capital one,unknown,unknown
6039,"My debit card was compromised, I believe as part of a card skimming scam, and a {$160.00} charge was made at an XXXX car rental facility.",purchase,checking,none,XXXX car rental,card_not_present,outgoing
6035,Settlement Statement Document with U.S. Department of Housing and Urban Development indicate my home were sold for {$220000.00} and it show that my mortgage loan with Specialized Loan Servicing Payoff in the amount {$100000.00},payment,loan,none,Specialized Loan Servicing,online,outgoing
6040,"I have tried to access my capital one account with a number of different online services such as XXXX savings, coinbase and others. All say that CapitalONe is blocking these services from withdrawing funds from my account.",debit,checking,unknown,Capital One,online,outgoing
6041,"I need your assistance in reviewing accounts from companies that are incorrectly reporting late payments. After checking my credit report, I found that certain accounts have late payment marks that should not be there. These accounts should not show any late payment remarks.",other,other,none,unknown,unknown,unknown
6042,I see multiple 30 days late marks which is a clear violation of my right under the FCRA. The company has never responded to any of my attempts to obtain any proof or documentation that will prove this account is being reported accurately.,other,unknown,none,unknown,unknown,unknown
6044,Wells Fargo changed my credit card limit that caused an negative impact to my credit score. Wells Fargo also started charging my accounts for fees each month.,fee,credit_card,unknown,Wells Fargo,online,outgoing
6043,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,unknown,unknown,unknown,unknown
6045,The bank deducted from my account a daily charge of {$5.00} without my consent because supposedly it was in overdraft. I was not informed of this new policy from the bank and today XXXX/XXXX/16 I closed my account with Banco Santander.,fee,checking,none,Banco Santander,unknown,outgoing
6049,"I am asking for your help in investigating accounts where companies have inaccurately reported late payments. After reviewing my credit report, I noticed errors in certain accounts, as they should not have any late payment records. Please look into this matter.",unknown,unknown,unknown,unknown,unknown,unknown
6048,My Fortiva account is charging me an annual fee when my account is closed,fee,credit_card,none,Fortiva,online,outgoing
6047,"XX/XX/XXXX charges {$1200.00} and {$1000.00} for an Acura/withdrawal have not been debited back into my account. Bank had to close the bank account and open a new checking account but the funds have not been transferred over. 

See attached transaction",debit,checking,checking,Acura,unknown,outgoing
6046,XXXX XXXX XXXX XXXX violated 15 U.S. Code 1637b. It requires the creditor to provide a statement in the mail following the rules of 15 USC 16376 and I never received a statement with everything in that article of the law.,unknown,unknown,none,XXXX XXXX XXXX XXXX,online,unknown
6052,Freedom Mortgage was paid off on XX/XX/XXXX but refuses to refund the balance in my escrow account.,payment,loan,none,Freedom Mortgage,online,outgoing
6051,"While checking my credit report via XXXX XXXX, I saw that a company called "" Fifth Third '' pulled a hard inquiry on my credit report on XX/XX/2018. I did not authorize "" Fifth Third '' to pull my credit report.",unknown,credit_card,none,Fifth Third,online,unknown
6050,I made a settlement agreement but cancelled and called the merchant directly and confirm the amounts are inaccurate as well as the date the debt was reported.,payment,unknown,unknown,unknown,online,outgoing
6056,"I called after the merchandise was not received, they filed a dispute and never gave me a disclosure or any follow up. They refuse to let me talk to anyone in their dispute department and tell me I should have filed with PayPal instead of synchrony bank.",chargeback,credit_card,none,synchrony bank,online,outgoing
6053,As Previously explained I have a charge off account for XXXX XXXX XXXX that doesnt belong to me for an amount of {$1000.00}. Another account Im being held responsible for due to identity theft!,unknown,unknown,none,unknown,unknown,unknown
6058,Pnc will not allow linking between pnc account and online savings account.,transfer,checking,savings,PNC,online,unknown
6057,"I never been late with this accounts, and please update it, and I always paid on time that's why this is ridiculous.",payment,checking,none,unknown,unknown,outgoing
6055,"I found out the creditor didn't give the required 21-day notice with a statement. This would've let me pay on time and avoid late fees. This error made it seem like I didn't pay when I should have, which is the creditor 's mistake.",payment,unknown,unknown,creditor,online,outgoing
6059,"Capital one credit card i never got never applied and i told capital one and they told me they would send me a form but never did, i have tried several attemts to get resoved with them but its hurting my credit and chances to get better cretit",unknown,credit_card,none,Capital One,online,unknown
6054,"incorrect information in my credit report, date, opened, high, balance, date, reported, last payment.",unknown,credit_card,none,unknown,unknown,unknown
6060,I bank with Capital one my employer sent the money to them for me to receive direct deposit effective Friday XX/XX/XXXX and I have not yet received my direct deposit.,deposit,unknown,checking,Capital One,online,incoming
6062,"Instead of deleting the wrong account the company placed a charge off! 
Thats still a slap in the face when its not mines! This has destroyed my life for many years months etc I demand DELETION",other,unknown,none,unknown,unknown,unknown
6061,"I attempted to open an account and was denied via email. The so called customer service was evasive, unprofessional, refused to answer why. I was not provided any explanation after being on hold for half an hour and being on an abusive, obnoxious phone call. 

What an unprofessional bank.",other,unknown,unknown,unknown,online,unknown
6064,Reporting delinquent on a old account. Over 7 years. Unable to verify remaining balance and show proof of value when car was auctioned,other,loan,none,unknown,unknown,unknown
6063,"The following information listed below is inaccurate. The Credit Reporting Agencies has not taken the correct steps to evaluate the information. I need you to please evaluate this reporting by making a revision of the information provided. 

CAPITAL ONE BANK USA N XXXX",unknown,credit_card,none,Capital One,online,unknown
6066,"According to 15 USC 1681 e ( b ) compliance procedures this charge off is negatively on my credit. This account was paid in full, a XXXX was never sent out and received. It should be deleted permanently",payment,credit_card,none,unknown,unknown,outgoing
6068,Chase Bank drafted my checking account on incorrect date which was set by XXXX app. It was set to draft on Wednesday XX/XX/2021 because that is my pay day ( weekly direct deposit from employer ) but it drafted on Tuesday XX/XX/2021 putting my account into negative {$290.00},debit,checking,none,XXXX app,online,outgoing
6065,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,credit_card,unknown,online,outgoing
6067,Text from wells Fargo giving me a code for XXXX  I didn't request and the link to report it didn't work. XX/XX/2022 @ XXXX. I don't have an account with them.,unknown,unknown,unknown,Wells Fargo,unknown,unknown
6069,"I'm having difficulty accepting this issue and it's affecting my ability to sleep. I urge you to update my account immediately as I have always made timely payments, and this is causing me a lot of XXXX.",payment,checking,none,unknown,online,outgoing
6070,"Dear Investigator, Elanco Financial Svc. sh ows up on both our credit reports!   This account was never authorized nor opened by us and must b e Fraud!    We are DISPUTING this account and demand it be removed immediately from our credit reports.   Thank you,  XXXX   XXXX   XXXX   XXXX",other,credit_card,none,Elanco Financial Svc.,online,unknown
6072,Was charged late fees when I shouldnt have been and was never corrected. Paypal credit refuses to fix this.,fee,credit_card,none,Paypal Credit,online,outgoing
6071,"Bank promised bonus when direct deposit is made. I fulfilled this requirement, but haven't seen the bonus posted.",deposit,checking,checking,bank,online,incoming
6073,. See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,none,unknown,unknown,unknown
6074,American Express has charged me {$440.00} in fees and interest past my {$1000.00} credit limit. This should be illegal as it is almost XXXX XXXX of my credit limit.,fee,credit_card,none,American Express,unknown,outgoing
6075,Someone deposited a fraudulent check in my checking account,deposit,checking,none,unknown,mobile_check,incoming
6076,"Collectors Name : MEDICAL BUSINESS BUREA Account Info : XXXX Creditors Name : XXXX XXXX  Open Date : XX/XX/2014 Balance : {$520.00} Debt : {$520.00} Contact Info : XXXX XXXX XXXX XXXX XXXX, IL XXXX ( XXXX ) XXXX",other,unknown,none,MEDICAL BUSINESS BUREA,unknown,outgoing
6078,"Opened XXXX XXXX, XXXX ( 4 yrs ) Account status Open Type -- Responsibility Individual Remarks Placed for collection Original Creditor Name XXXX XXXX balance {$920.00}",other,unknown,none,XXXX XXXX,unknown,unknown
6077,On XX/XX/2023 I noticed that a withdrawal in the amount of XXXX was taking out of my account I contacted the bank several times to try to retrieve such funds I am asking now that the funds be returned to my account immedy,debit,checking,none,unknown,unknown,outgoing
6079,Suspected Fruad ; unlawful interest & charges,interest,unknown,none,unknown,unknown,unknown
6084,Goldman sacah bank is showing an open account with a balance of {$6300.00} when the account should be closed. I do not have an account with them.,unknown,unknown,none,Goldman Sachs Bank,unknown,unknown
6085,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,unknown,unknown,unknown,unknown
6082,"I want this late payment deleted from my account within 15 days, this is not mine, I'm not aware of this, Under USC 1666b. 

XXXX Account Number : XXXX",payment,credit_card,none,unknown,online,outgoing
6083,I recently checked my credit report and saw charge-off accounts reporting that I do not recognize,chargeback,credit_card,unknown,unknown,unknown,unknown
6086,"1. I paid {$270.00} for seat selection on XXXX XXXX. However, I did not receive {$200.00} reimbursement benefit as shown on my card.

2. I have spent {$5000.00} within 2 months after subtracting all refunds and annual fee. But I XXXX took my signup bonus away without any reason.",purchase,credit_card,none,XXXX XXXX,card_not_present,outgoing
6080,"Hello, I don't understand what this account on my credit report, can you please delete this account or send me more information. Thank you.",unknown,credit_card,none,unknown,unknown,unknown
6081,"On XX/XX/ I attempted to open an account with "" XXXX '' online banking service, and was denied without notification as to why. The parent bank is "" XXXXXXXX XXXX XXXX XXXXXXXX ''.",other,unknown,checking,XXXX,online,unknown
6087,"So this what happened, I was told that if I was to pay the balance in the account it will be deleted from my credit report but it didn't happen. I attached files to prove my identity and what has transpired between me and the company.",payment,credit_card,none,unknown,unknown,outgoing
6089,"Somehow there are six wire transfers from my XXXX XXXX account to coinbase and from coinbase to other XXXX XXXX, the first transaction happened on XX/XX/XXXX until XX/XX/XXXX the total amount of the transfer is XXXX and I lost most of my savings in it",transfer,checking,checking,coinbase,wire,unknown
6088,"I want to use my XXXX  APP to link my PNC account, but PNC prevents linking my account.",unknown,checking,other,PNC,online,unknown
6091,On XX/XX/2018 Bank of America charged my account eight {$35.00} overdraft fees for items that were paid. My account balance was not overdrawn for a single one of those charges. This is not the first time this has happened.,fee,checking,none,Bank of America,unknown,outgoing
6096,"By the provisions of the Fair Credit Reporting Act, I am writing this letter to request that the accounts which I believe appearing to be inaccurate and incomplete be immediately investigated and corrected on my credit file.XXXX XXXX XXXXXXXX Balance : {$7000.00}",unknown,unknown,none,unknown,unknown,unknown
6092,I had to delete the Zelle app completely off my phone. It wouldnt allow me to send money from my account or Zelle account,transfer,checking,unknown,Zelle,Zelle,outgoing
6090,"My bank, XXXX XXXX XXXX XXXX XXXX, reports a credit card to Experian but Experian is not including it in my credit report. This lowers my credit score because of 'few credit cards '.",unknown,credit_card,unknown,Experian,unknown,unknown
6094,I have several items on my credit report that are not mine. I noticed it because I recently applied for a credit card and I wasnt approved so it prompt me to check my credit report. These items listed are not mine and need to be removed.,unknown,credit_card,none,unknown,unknown,unknown
6093,I informed transuion of all the accounts that I didn't charge on and for them to remove them I submitted documentation stating I didn't make those charges,chargeback,credit_card,none,TransUnion,online,incoming
6095,Ordered some items from XXXX and they never arrived Wells Fargo gave me my money back and then a month later reversed the provisional credit in my account making me go negative and I still do not have the items that were so supposed to be here Months ago,refund,checking,none,XXXX,online,incoming
6097,"I purchased the car over a year ago and the interest rate was extremely high, I called to get interest rate lowered to I have made all my payments on time and they said they did n't do that.",purchase,loan,none,car dealership,other,unknown
6098,This company claims I owe them {$1300.00} from a previous apartment I lived in that was spotless when I moved out. I received NO documentation on where this {$1300.00} charge came from.,other,unknown,none,unknown,unknown,outgoing
6099,XXXX/Direct Express let XXXX XXXX  fraudsters between XX/XX/XXXX and XX/XX/XXXX steal over {$550000.00} from my Direct Express Account,debit,other,none,Direct Express,unknown,outgoing
6106,Credit karma repeatedly gave me approvals and had me apply for cards then affecting my credit score. They would say I was approved for loans then transfer me to Al these different sites followed by continuing harassment from multiple loan companies connected to their sight.,unknown,unknown,unknown,Credit Karma,online,unknown
6100,It is indeed ridiculous to see late payments recorded on my account when I have consistently made on-time payments without any history of being overdue. I firmly insist that you correct my account to accurately depict my payment history.,payment,credit_card,none,unknown,online,outgoing
6103,"For XXXX, Equifax and XXXX XXXX Correctly reporting individual and total credit limit and balance figures for revolving accounts. 

However, falsely reporting utilization ratios for totals as 100 % when well under 50 %, in turn causing false credit score reporting.",other,credit_card,none,Equifax,online,unknown
6108,I was a victim of a scam a company name XXXX took XXXX out of my accounts I filled a claim with my bank and the bank denied the claim Wells Fargo,debit,checking,none,XXXX,unknown,outgoing
6101,My loans have an extraordinarily high interest rate and I am not able to refinance them.,interest,loan,none,unknown,unknown,outgoing
6107,"My husband used my name to send money to my cousin through Money Gram, but money gram block it. this the control numbers XXXX and it is XXXX dollar. Either the transaction go through or refund the money back to our back account.",transfer,other,other,MoneyGram,other,outgoing
6109,Money was taken from account. Unauthorized charges. Payments not received or returned to my account. Unable to dispute unauthorized charges.,debit,unknown,unknown,unknown,unknown,outgoing
6104,I was checking my credit report and saw some unauthorized and unvalidated inquiries on there,other,checking,none,unknown,online,unknown
6102,"undisclosed fees from my mortgage company showed up on a statement, when I called to question them .... they said they were fees dating back since 2011 for driving by my home to see if it was still occupied even though I have always made the payments.",fee,loan,none,mortgage company,online,outgoing
6105,I never placed this order.,unknown,unknown,none,unknown,unknown,unknown
6112,Open up account XX/XX/year> and I was told to deposit five dollars so it kind of messed up my account and it messed up my credit as well,deposit,checking,none,unknown,branch,incoming
6110,Have had multiple occasions that money showed completed or transferred from another person and I used my card and received an over draft.,debit,checking,none,unknown,card_present,outgoing
6113,Credit card was fraudulently opened in my name. Fraud report was completed and XXXX XXXX completed. Account was removed from my credit report. Original company then sent fraudulent account balance to collection and that account appears on my credit report.,other,credit_card,unknown,unknown,unknown,unknown
6117,"I never been late with this accounts, and please update it, and I always paid on time that's why this is ridiculous.",payment,credit_card,none,unknown,unknown,outgoing
6114,The fact that I always make timely payments on this account is causing me a great deal of XXXX. I have never missed a payment and I am very diligent about it. I kindly request that you update my account immediately and rectify the inaccurate late payment entry.,payment,credit_card,none,unknown,online,outgoing
6111,I was a victim of identity theft and someone fraudulently opened a credit card account with XXXX XXXX in my name. Account # XXXX opened in XX/XX/year> 2022,other,credit_card,none,XXXX XXXX,unknown,unknown
6119,There was a unauthorized atm transaction in the amount of {$300.00} that took place on XX/XX/year> and I got the notice from chase and they denied my claim and gave me no reason. Please help me to get my funds back.,cash_withdrawal,checking,none,chase,ATM,outgoing
6118,"Made purchase in early XXXX at XXXX XXXX XXXX, did not receive XXXX points per {$1.00} spent on XXXX XXXX purchase, contacted Security Service Federal Credit Union by telephone and email with rude responses and hangups and ignoring emails and ultimately did nothing.",purchase,credit_card,unknown,XXXX XXXX XXXX,other,outgoing
6116,"I can not use XXXX  to sign into my bank account in apps that require it, for example XXXX and XXXX. PNC is blocking sharing my banking history and does not allow traffic to third party data-providers : XXXX  : XXXX",other,checking,unknown,PNC,online,unknown
6115,I use XXXX and was not informed of the risks of sending money in error.,transfer,unknown,unknown,XXXX,other,outgoing
6122,The account was satisfied. I did not received a 1099C. I paid this account so it is not a charge off,payment,credit_card,none,unknown,unknown,outgoing
6121,"I have paid this balance nearly off almost 2 months ago and its still showing that my balance has increased {$250.00}, therefore decreasing my credit score!",payment,credit_card,none,unknown,online,outgoing
6126,new credit card open in my name which was not authorized by me,other,unknown,credit_card,unknown,unknown,unknown
6120,"I have XXXX on my PayPal account, they closed my accoumt with no reason, and told me that I need tk wait 180 days to withdraw funds. Its about 1 year ago they told me that. 
My paypal linked to this adress XXXX XXXX",other,other,none,PayPal,online,unknown
6123,I've been scammed from Lexington law firm and XXXX XXXX,other,unknown,unknown,Lexington Law,unknown,outgoing
6127,XX/XX/2021. {$220.00} wrote a check for groceries at local XXXX the check # XXXX XXXX declined Contacted CERTEGY they could give No reason why,purchase,checking,unknown,XXXX,other,outgoing
6125,My finance coach instructed me to file a complaint for the Wells Fargo settlement ( defrauding its customers from XXXX ) They ( Wells Fargo ) did not notify me about this class action settlement and I have been a customer of theirs since XXXX.,other,other,none,Wells Fargo,other,unknown
6128,Someone open an credit card in my name and its on my credit report and made it bad,unknown,credit_card,unknown,unknown,unknown,unknown
6124,"This company will not allow me access to my funds, I have verified my identity a few times but they are still insisting that my account is now closed, I have not been able to access any of my money and have been waiting for months",unknown,unknown,none,unknown,unknown,unknown
6129,Can't connect my XXXX  investing account with my PNC account,unknown,brokerage,checking,PNC,online,unknown
6132,"Interest charges were to be 6.57 %. They charged more interest than stated. When I called and asked them, they did not have an explanation.",interest,unknown,none,unknown,unknown,outgoing
6134,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,none,unknown,unknown,outgoing
6130,"They closed my account without notice. 
A few days after, they pulled XXXX  from my other bank as a deposit It has been 2 weeks and my money is still with them in the closed account",deposit,checking,checking,unknown,unknown,incoming
6131,"Portfolio Recovery continues to report and attempt to collect a past due balance, despite my continued disputes, on a collection listed on my credit report. This debt has been paid in full since XXXXXXXX XXXX XXXX",payment,credit_card,none,Portfolio Recovery,online,outgoing
6137,I paid off the XXXX XXXX  card and closed the account. The balance was around XXXX USD. The account is now in collections with Lvnv Funding Llc for the amount of XXXX USD. I would like it removed from my credit report.,payment,credit_card,none,Lvnv Funding Llc,online,outgoing
6133,I filed XXXX claims for being scammed for a total of {$1000.00} on XX/XX/XXXX. I never heard anything back from Zelle and when I called they said that they couldn't provide any information.,other,unknown,unknown,Zelle,Zelle,unknown
6136,"Please update my account and remove the inaccurate late payment. I have always paid on time and never missed a payment. This is causing me a lot of stress and XXXX, and I can't even sleep properly because of this problem.",payment,unknown,none,unknown,unknown,outgoing
6135,"XXXX notified me with an email that THD/CBNA had did an account inquiry. 
Notice said Installment Loan or New Bank Account Inquiry. 
Address of Bank : XXXX XXXX XXXX XXXX XXXX. 
XXXX, UT XXXX",other,unknown,none,THD/CBNA,online,unknown
6138,I see multiple 30 & 60-days late marks which is a clear violation of my right under the FCRA. The company has never responded to any of my attempts to obtain any proof or documentation that will prove this account is being reported accurately.,other,unknown,none,unknown,unknown,unknown
6139,My moneygram account was used for a money transfer under my name with a credit card that do not belong to me.,transfer,credit_card,unknown,MoneyGram,other,outgoing
6144,XXXX processed a hard credit inquiry for an application that was fraudulent. Further XXXX allowed an individual to place a false e-mail and phone number on my account allowing an unknown person to access all of my credit.,unknown,unknown,unknown,XXXX,unknown,unknown
6141,Date of disputed transaction : XX/XX/XXXX Amount {$99.00} XXXX XXXX Never heard from the merchant after signing up for a appointment for a prescription Filed dispute with synchrony bank on XX/XX/XXXX via fax Never got credit for this dispute,purchase,credit_card,none,synchrony bank,online,outgoing
6140,CAPTOL 1 TRANFERREDMY LOAN TO XXXX XXXX. THEY INITIAED THE TRANSFER. CHARGED ME {$5500.00} AND XXXX XXXX  CHARGED me XXXX dollars to close the loan I did not request,transfer,loan,loan,CAPITOL 1,other,outgoing
6143,They closed my account for wat they say was suspicious activity and to many claims,other,unknown,none,unknown,unknown,unknown
6145,XXXX failed to distribute points on a state inspection charge,fee,unknown,none,XXXX,unknown,outgoing
6146,"I have not done business here personally but I have accompanied friends who have. The staff is rude, and I believe their CEO is divulging too much personal information on XXXX 's public reviews page.",unknown,unknown,none,XXXX,unknown,unknown
6142,XX/XX/year> {$270.00} I paid for a lawyer and they choice to take my money and not represent me.,payment,checking,unknown,lawyer,unknown,outgoing
6148,Transition has denied a dispute for a credit card that was disputed and got a approved but now this card is in collections and when I dispute it they deny it even though the original one was disputed and was approved,chargeback,credit_card,none,Transition,online,outgoing
6147,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,credit_card,unknown,online,outgoing
6149,They send me to a voice mail system and no one ever contacts me. Please fix this problem and email me at XXXX. Thanks for your time,unknown,unknown,none,unknown,unknown,unknown
6150,On XX/XX/2021 I sent and email to Capital One informing them that I would like to be removed as an autorized user from a CC. I checked XXXX XXXX and I'm still showing this credit card with Capital One reflecting as an authorized user.,other,credit_card,none,Capital One,online,outgoing
6155,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,none,unknown,online,outgoing
6154,This was an XXXX DOLLAR CHARGE FROM 2013!! I PAID IT OFF MORE THAN 40 DAYS AGO. IT IS STILL SHOWING UP ON MY CREDIT REPORT ON EQUIFAX. THE PEOPLE AT XXXX XXXX XXXX ARE SO STINKING RUDE!!!!,other,credit_card,none,Equifax,online,unknown
6152,"Refer to the attached documents. I want the bureau to initiate an investigation into these accounts, as I have never been late, but they are incorrectly reporting me as such.",unknown,unknown,unknown,unknown,unknown,unknown
6157,i naver hand a credit card with XXXX XXXX XXXX. this is not my act they have this credit card acout on my credit report whith a nother debt collector,unknown,credit_card,unknown,unknown,unknown,unknown
6156,"They informed me that I had XXXX XXXX, but I was still getting overdraft fees credited to my account.",fee,checking,none,unknown,unknown,incoming
6151,They allowed someone with a fake id to come in and change my acct and order checks also do alot of fraudilant activity using my acct.,other,checking,none,unknown,branch,outgoing
6153,My debt with XXXX XXXX was settled through National Credit Systems debt collection agency. They have failed to remove the debt from my credit report.,payment,credit_card,none,XXXX XXXX,online,outgoing
6158,I am receiving calls at least XXXX times a day/night for my brother in law 's outstanding debt of {$48.00}. When they call they are looking for XXXX. I have told them over two months this is not XXXX home and to stop calling.,other,unknown,none,unknown,unknown,unknown
6159,was charged for a transaction i did not authorize and didnt know about it and went to make purchase and my account was overdrafted and was charged overdraft fee and charged for something that wasnt my fault,other,checking,none,unknown,unknown,outgoing
6160,Keybank won't refund a purchase In Arkansas that I didn't permit,purchase,checking,none,Keybank,unknown,outgoing
6163,"I have several disputes still pending, one is still pending from XXXX months ago. I uploaded my evidence and receipts and they are still pending review. These are {$1000.00} in fees and the bank is holding them in pending status.",fee,unknown,none,unknown,unknown,unknown
6164,Under 15 U.S. Code 1635 15 U.S. Code 1692a I need these charge of accounts to be removed from my credit report.,unknown,unknown,none,unknown,unknown,unknown
6162,The company is reporting the incorrect balance to XXXX XXXX XXXX XXXXhowing on my credit report. Please have XXXX XXXXXXXX XXXX do an Validation fo Debt.,unknown,credit_card,none,XXXX XXXX XXXX XXXX,unknown,unknown
6166,disputed late payment on a credit card that was not my fault and provided proof. they did not take that off my credit report,payment,credit_card,none,unknown,online,outgoing
6165,I've consistently upheld timely payments on this account without any instances of lateness. It's perplexing to encounter reports of late payment remarks associated with my accounts.,payment,credit_card,none,unknown,online,outgoing
6161,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,credit_card,unknown,online,outgoing
6167,TD BANK / TARGET CARD HAS FALSELY CLAIMED MY BANK ACCOUNTS DO NOT HAVE ENOUGH FUNDING,other,checking,none,Target,card_not_present,unknown
6169,I owe {$4600.00} on my JCPenney card which is currently charging me 23.99 %. My husband lost {$40000.00} a year in income this year.,payment,credit_card,unknown,JCPenney,online,outgoing
6168,I check my credit and i notice accounts that i did not authorize my personal information was exposed on the dark web and i believe my personal information was used in that matter this accounts are fraud i have never given any one consent to open these account,unknown,credit_card,none,unknown,unknown,unknown
6172,I tried to get information and they did not want to give it to me never wanted to talk to me when I called I kept asking for a manger and know one contact me,unknown,unknown,none,unknown,unknown,unknown
6170,Credit card fraudly opened up with diffrent address and phone number even though info was different still opened account,unknown,credit_card,none,unknown,unknown,unknown
6174,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,unknown,unknown,none,unknown,unknown,unknown
6171,Comidity Bank is storing my financial and banking information without my authorization and or approval. I asked that they remove my financial I formation and they refused.,unknown,unknown,unknown,Comidity Bank,unknown,unknown
6173,Ive been using zelle for years and there was no disclosures about funds not being received or money not received by receivers. Missing funds never located or have gone to the wrong receiver. Never remedied the problem.,transfer,unknown,unknown,Zelle,Zelle,unknown
6175,15 USC 1666b a creditor may not treat a payment on a credit card account under an open-end A consumer credit plan as late for any purpose FDCPA 807 False misleading information FDCPA 8012 furnishing deceptive forms must remove late payments under CARES XXXX act,payment,credit_card,credit_card,unknown,online,outgoing
